branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate,outstanding,weekly_disbursement,weekly_new_borrower_per_bp
POINTID_33,2017-09-09,AREAID_27,REGION_JR1,2017-07-22,121,3,0%,300,55,20
POINTID_36,2017-09-09,AREAID_1,REGION_JH,2017-08-12,93,4,0%,250,55,7
POINTID_30,2017-09-09,AREAID_14,REGION_JR2,2017-07-29,211,3,0%,600,185,30
POINTID_39,2017-09-09,AREAID_14,REGION_JR2,2017-08-19,142,3,0%,400,170,29
POINTID_14,2017-09-09,AREAID_8,REGIONID_JT,2016-10-15,926,6,0%-1%,2350,240,3
POINTID_32,2017-09-09,AREAID_27,REGION_JR1,2017-07-22,139,4,0%,350,40,7
POINTID_38,2017-09-09,AREAID_1,REGION_JH,2017-08-12,57,3,0%,150,40,8
POINTID_12,2017-09-09,AREAID_30,REGIONID_JT,2016-10-08,884,6,0%,1600,75,4
POINTID_17,2017-09-09,AREAID_8,REGIONID_JT,2017-03-25,1286,8,0%,3050,255,29
POINTID_41,2017-09-09,AREAID_27,REGION_JR1,2017-08-19,38,2,0%,100,15,5
POINTID_15,2017-09-02,AREAID_8,REGIONID_JT,2016-11-12,913,6,0%,1700,55,10
POINTID_23,2017-09-02,AREAID_7,REGIONID_N,2017-05-06,400,6,0%,1050,185,19
POINTID_10,2017-09-02,AREAID_8,REGIONID_JT,2016-09-10,990,6,0%-1%,1750,125,12
POINTID_9,2017-09-02,AREAID_31,REGIONID_JT,2016-09-17,704,7,1%-2.5%,950,5,3
POINTID_17,2017-09-02,AREAID_8,REGIONID_JT,2017-03-25,1203,8,0%,2900,315,36
POINTID_30,2017-09-02,AREAID_14,REGION_JR2,2017-07-29,152,2,0%,400,30,5
POINTID_41,2017-09-02,AREAID_27,REGION_JR1,2017-08-19,33,2,0%,50,35,4
POINTID_24,2017-09-02,AREAID_20,REGION_JH,2017-06-10,109,3,0%,250,35,8
POINTID_35,2017-09-02,AREAID_1,REGION_JH,2017-07-29,118,3,0%,250,35,9
POINTID_20,2017-09-02,AREAID_7,REGIONID_N,2017-04-22,569,7,0%,1400,205,67
POINTID_34,2017-09-02,AREAID_27,REGION_JR1,2017-07-15,91,3,0%,200,60,20
POINTID_25,2017-09-02,AREAID_20,REGION_JH,2017-06-10,79,2,0%,200,50,9
POINTID_36,2017-09-02,AREAID_1,REGION_JH,2017-08-12,73,4,0%,150,135,18
POINTID_28,2017-09-02,AREAID_20,REGION_JH,2017-06-03,103,3,0%,200,5,3
POINTID_33,2017-09-02,AREAID_27,REGION_JR1,2017-07-22,101,2,0%,250,50,18
POINTID_19,2017-09-02,AREAID_7,REGIONID_N,2017-04-15,510,4,0%,1250,65,12
POINTID_38,2017-09-02,AREAID_1,REGION_JH,2017-08-12,42,3,0%,100,35,13
POINTID_37,2017-09-02,AREAID_1,REGION_JH,2017-08-05,107,4,0%,300,140,17
POINTID_32,2017-09-02,AREAID_27,REGION_JR1,2017-07-22,125,4,0%,300,65,11
POINTID_8,2017-09-02,AREAID_30,REGIONID_JT,2016-09-03,1108,6,0%,1350,100,16
POINTID_12,2017-09-02,AREAID_30,REGIONID_JT,2016-10-08,880,6,0%,1600,185,25
POINTID_22,2017-09-02,AREAID_7,REGIONID_N,2017-04-29,387,4,0%,950,60,21
POINTID_16,2017-09-02,AREAID_8,REGIONID_JT,2017-03-25,1029,7,0%,2450,120,14
POINTID_29,2017-09-02,AREAID_14,REGION_JR2,2017-07-29,154,3,0%,400,165,28
POINTID_14,2017-09-02,AREAID_8,REGIONID_JT,2016-10-15,920,6,0%-1%,2200,75,8
POINTID_40,2017-09-02,AREAID_14,REGION_JR2,2017-08-26,26,1,0%,50,75,13
POINTID_39,2017-09-02,AREAID_14,REGION_JR2,2017-08-19,84,2,0%,200,150,26
POINTID_31,2017-09-02,AREAID_14,REGION_JR2,2017-07-29,122,4,0%,350,95,17
POINTID_29,2017-08-26,AREAID_14,REGION_JR2,2017-07-29,98,2,0%,250,125,21
POINTID_8,2017-08-26,AREAID_30,REGIONID_JT,2016-09-03,1097,6,0%,1300,0,
POINTID_17,2017-08-26,AREAID_8,REGIONID_JT,2017-03-25,1098,8,0%,2650,235,27
POINTID_41,2017-08-26,AREAID_27,REGION_JR1,2017-08-19,21,2,0%,50,60,7
POINTID_12,2017-08-26,AREAID_30,REGIONID_JT,2016-10-08,830,6,0%,1450,140,9
POINTID_22,2017-08-26,AREAID_7,REGIONID_N,2017-04-29,366,4,0%,900,50,18
POINTID_39,2017-08-26,AREAID_14,REGION_JR2,2017-08-19,33,2,0%,50,95,17
POINTID_10,2017-08-26,AREAID_8,REGIONID_JT,2016-09-10,973,6,0%-1%,1700,180,2
POINTID_37,2017-08-26,AREAID_1,REGION_JH,2017-08-05,58,3,0%,150,50,7
POINTID_36,2017-08-26,AREAID_1,REGION_JH,2017-08-12,21,2,0%,50,35,7
POINTID_15,2017-08-26,AREAID_8,REGIONID_JT,2016-11-12,894,6,0%,1700,100,15
POINTID_23,2017-08-26,AREAID_7,REGIONID_N,2017-05-06,345,6,0%,900,75,12
POINTID_33,2017-08-26,AREAID_27,REGION_JR1,2017-07-22,83,2,0%,200,30,11
POINTID_16,2017-08-26,AREAID_8,REGIONID_JT,2017-03-25,988,7,0%,2400,210,24
POINTID_19,2017-08-26,AREAID_7,REGIONID_N,2017-04-15,487,4,0%,1200,75,9
POINTID_38,2017-08-26,AREAID_1,REGION_JH,2017-08-12,29,3,0%,50,60,21
POINTID_14,2017-08-26,AREAID_8,REGIONID_JT,2016-10-15,910,6,0%-1%,2200,160,15
POINTID_20,2017-08-26,AREAID_7,REGIONID_N,2017-04-22,501,7,0%,1250,115,39
POINTID_30,2017-08-26,AREAID_14,REGION_JR2,2017-07-29,142,2,0%,400,165,28
POINTID_31,2017-08-26,AREAID_14,REGION_JR2,2017-07-29,89,4,0%,250,40,7
POINTID_32,2017-08-26,AREAID_27,REGION_JR1,2017-07-22,103,3,0%,250,65,11
POINTID_28,2017-08-26,AREAID_20,REGION_JH,2017-06-03,100,3,0%,200,45,9
POINTID_35,2017-08-26,AREAID_1,REGION_JH,2017-07-29,101,3,0%,250,70,28
POINTID_24,2017-08-26,AREAID_20,REGION_JH,2017-06-10,94,3,0%,200,40,8
POINTID_9,2017-08-26,AREAID_31,REGIONID_JT,2016-09-17,704,7,0%-1%,1000,115,8
POINTID_25,2017-08-26,AREAID_20,REGION_JH,2017-06-10,62,2,0%,150,35,6
POINTID_34,2017-08-26,AREAID_27,REGION_JR1,2017-07-15,71,3,0%,150,20,7
POINTID_23,2017-08-19,AREAID_7,REGIONID_N,2017-05-06,322,6,0%,850,85,10
POINTID_34,2017-08-19,AREAID_27,REGION_JR1,2017-07-15,64,3,0%,150,45,16
POINTID_32,2017-08-19,AREAID_27,REGION_JR1,2017-07-22,81,3,0%,200,60,11
POINTID_9,2017-08-19,AREAID_31,REGIONID_JT,2016-09-17,687,7,1%-2.5%,950,105,12
POINTID_29,2017-08-19,AREAID_14,REGION_JR2,2017-07-29,56,2,0%,150,90,17
POINTID_38,2017-08-19,AREAID_1,REGION_JH,2017-08-12,8,1,0%,0,20,8
POINTID_31,2017-08-19,AREAID_14,REGION_JR2,2017-07-29,75,4,0%,200,135,23
POINTID_22,2017-08-19,AREAID_7,REGIONID_N,2017-04-29,348,4,0%,850,80,27
POINTID_33,2017-08-19,AREAID_27,REGION_JR1,2017-07-22,72,2,0%,200,10,4
POINTID_24,2017-08-19,AREAID_20,REGION_JH,2017-06-10,79,3,0%,200,30,12
POINTID_28,2017-08-19,AREAID_20,REGION_JH,2017-06-03,82,3,0%,200,70,14
POINTID_14,2017-08-19,AREAID_8,REGIONID_JT,2016-10-15,879,6,0%-1%,2150,125,8
POINTID_10,2017-08-19,AREAID_8,REGIONID_JT,2016-09-10,972,6,0%-1%,1600,155,11
POINTID_16,2017-08-19,AREAID_8,REGIONID_JT,2017-03-25,918,7,0%,2250,290,49
POINTID_25,2017-08-19,AREAID_20,REGION_JH,2017-06-10,50,2,0%,100,15,3
POINTID_37,2017-08-19,AREAID_1,REGION_JH,2017-08-05,39,2,0%,100,75,13
POINTID_20,2017-08-19,AREAID_7,REGIONID_N,2017-04-22,462,7,0%,1150,20,6
POINTID_8,2017-08-19,AREAID_30,REGIONID_JT,2016-09-03,1110,6,0%,1400,10,4
POINTID_17,2017-08-19,AREAID_8,REGIONID_JT,2017-03-25,1021,7,0%,2450,210,24
POINTID_30,2017-08-19,AREAID_14,REGION_JR2,2017-07-29,86,2,0%,250,130,22
POINTID_15,2017-08-19,AREAID_8,REGIONID_JT,2016-11-12,879,6,0%,1650,80,14
POINTID_35,2017-08-19,AREAID_1,REGION_JH,2017-07-29,73,3,0%,150,60,21
POINTID_19,2017-08-19,AREAID_7,REGIONID_N,2017-04-15,461,4,0%,1150,75,9
POINTID_36,2017-08-19,AREAID_1,REGION_JH,2017-08-12,8,1,0%,0,20,8
POINTID_12,2017-08-19,AREAID_30,REGIONID_JT,2016-10-08,810,6,0%,1400,100,5
POINTID_24,2017-08-12,AREAID_20,REGION_JH,2017-06-10,67,3,0%,150,10,2
POINTID_17,2017-08-12,AREAID_8,REGIONID_JT,2017-03-25,951,7,0%,2300,260,30
POINTID_22,2017-08-12,AREAID_7,REGIONID_N,2017-04-29,321,4,0%,800,80,26
POINTID_33,2017-08-12,AREAID_27,REGION_JR1,2017-07-22,68,2,0%,200,75,26
POINTID_35,2017-08-12,AREAID_1,REGION_JH,2017-07-29,52,2,0%,100,100,39
POINTID_28,2017-08-12,AREAID_20,REGION_JH,2017-06-03,54,3,0%,100,10,5
POINTID_10,2017-08-12,AREAID_8,REGIONID_JT,2016-09-10,967,6,0%-1%,1550,60,0
POINTID_29,2017-08-12,AREAID_14,REGION_JR2,2017-07-29,23,1,0%,50,35,13
POINTID_32,2017-08-12,AREAID_27,REGION_JR1,2017-07-22,60,2,0%,150,65,24
POINTID_9,2017-08-12,AREAID_31,REGIONID_JT,2016-09-17,654,7,1%-2.5%,900,55,3
POINTID_20,2017-08-12,AREAID_7,REGIONID_N,2017-04-22,455,7,0%,1150,95,33
POINTID_8,2017-08-12,AREAID_30,REGIONID_JT,2016-09-03,1119,6,0%,1450,40,16
POINTID_31,2017-08-12,AREAID_14,REGION_JR2,2017-07-29,30,2,0%,50,15,5
POINTID_30,2017-08-12,AREAID_14,REGION_JR2,2017-07-29,42,1,0%,100,55,10
POINTID_16,2017-08-12,AREAID_8,REGIONID_JT,2017-03-25,820,7,0%,2000,170,20
POINTID_19,2017-08-12,AREAID_7,REGIONID_N,2017-04-15,436,4,0%,1100,120,14
POINTID_15,2017-08-12,AREAID_8,REGIONID_JT,2016-11-12,851,6,0%,1600,35,12
POINTID_23,2017-08-12,AREAID_7,REGIONID_N,2017-05-06,294,6,0%,750,145,25
POINTID_14,2017-08-12,AREAID_8,REGIONID_JT,2016-10-15,861,6,0%-1%,2100,195,5
POINTID_25,2017-08-12,AREAID_20,REGION_JH,2017-06-10,44,2,0%,100,35,6
POINTID_37,2017-08-12,AREAID_1,REGION_JH,2017-08-05,13,1,0%,0,35,13
POINTID_34,2017-08-12,AREAID_27,REGION_JR1,2017-07-15,48,3,0%,100,65,22
POINTID_12,2017-08-12,AREAID_30,REGIONID_JT,2016-10-08,795,6,0%,1350,55,11
POINTID_9,2017-08-05,AREAID_31,REGIONID_JT,2016-09-17,652,7,0%-1%,850,60,2
POINTID_34,2017-08-05,AREAID_27,REGION_JR1,2017-07-15,26,1,0%,50,5,2
POINTID_25,2017-08-05,AREAID_20,REGION_JH,2017-06-10,32,1,0%,50,35,12
POINTID_32,2017-08-05,AREAID_27,REGION_JR1,2017-07-22,36,2,0%,100,70,25
POINTID_35,2017-08-05,AREAID_1,REGION_JH,2017-07-29,13,2,0%,0,35,13
POINTID_31,2017-08-05,AREAID_14,REGION_JR2,2017-07-29,25,2,0%,50,75,25
POINTID_24,2017-08-05,AREAID_20,REGION_JH,2017-06-10,63,3,0%,150,50,10
POINTID_28,2017-08-05,AREAID_20,REGION_JH,2017-06-03,49,3,0%,100,55,24
POINTID_14,2017-08-05,AREAID_8,REGIONID_JT,2016-10-15,842,6,0%-1%,1950,270,9
POINTID_16,2017-08-05,AREAID_8,REGIONID_JT,2017-03-25,762,7,0%,1850,140,16
POINTID_15,2017-08-05,AREAID_8,REGIONID_JT,2016-11-12,840,6,0%,1650,190,2
POINTID_10,2017-08-05,AREAID_8,REGIONID_JT,2016-09-10,969,6,0%-1%,1550,85,0
POINTID_19,2017-08-05,AREAID_7,REGIONID_N,2017-04-15,395,4,0%,1000,80,14
POINTID_12,2017-08-05,AREAID_30,REGIONID_JT,2016-10-08,774,6,0%,1350,75,10
POINTID_8,2017-08-05,AREAID_30,REGIONID_JT,2016-09-03,1115,6,0%,1500,30,4
POINTID_22,2017-08-05,AREAID_7,REGIONID_N,2017-04-29,294,4,0%,750,0,
POINTID_33,2017-08-05,AREAID_27,REGION_JR1,2017-07-22,42,2,0%,100,65,22
POINTID_23,2017-08-05,AREAID_7,REGIONID_N,2017-05-06,245,6,0%,650,10,4
POINTID_20,2017-08-05,AREAID_7,REGIONID_N,2017-04-22,422,6,0%,1050,105,19
POINTID_29,2017-08-05,AREAID_14,REGION_JR2,2017-07-29,10,1,0%,0,30,10
POINTID_17,2017-08-05,AREAID_8,REGIONID_JT,2017-03-25,864,7,0%,2100,165,19
POINTID_30,2017-08-05,AREAID_14,REGION_JR2,2017-07-29,23,1,0%,50,65,22
POINTID_15,2017-07-29,AREAID_8,REGIONID_JT,2016-11-12,836,6,0%,1550,30,5
POINTID_23,2017-07-29,AREAID_7,REGIONID_N,2017-05-06,241,6,0%,650,75,13
POINTID_14,2017-07-29,AREAID_8,REGIONID_JT,2016-10-15,816,6,0%-1%,1800,155,5
POINTID_19,2017-07-29,AREAID_7,REGIONID_N,2017-04-15,367,4,0%,950,50,17
POINTID_32,2017-07-29,AREAID_27,REGION_JR1,2017-07-22,11,1,0%,0,30,11
POINTID_33,2017-07-29,AREAID_27,REGION_JR1,2017-07-22,20,2,0%,50,60,20
POINTID_12,2017-07-29,AREAID_30,REGIONID_JT,2016-10-08,757,6,0%,1300,10,2
POINTID_10,2017-07-29,AREAID_8,REGIONID_JT,2016-09-10,970,6,0%-1%,1550,100,2
POINTID_9,2017-07-29,AREAID_31,REGIONID_JT,2016-09-17,656,7,0%-1%,850,0,
POINTID_16,2017-07-29,AREAID_8,REGIONID_JT,2017-03-25,716,7,0%,1750,120,20
POINTID_34,2017-07-29,AREAID_27,REGION_JR1,2017-07-15,24,1,0%,50,30,12
POINTID_22,2017-07-29,AREAID_7,REGIONID_N,2017-04-29,294,4,0%,750,15,3
POINTID_24,2017-07-29,AREAID_20,REGION_JH,2017-06-10,44,3,0%,100,25,5
POINTID_28,2017-07-29,AREAID_20,REGION_JH,2017-06-03,25,2,0%,50,0,
POINTID_25,2017-07-29,AREAID_20,REGION_JH,2017-06-10,20,1,0%,50,0,
POINTID_8,2017-07-29,AREAID_30,REGIONID_JT,2016-09-03,1113,6,0%,1500,30,8
POINTID_17,2017-07-29,AREAID_8,REGIONID_JT,2017-03-25,808,7,0%,2000,130,15
POINTID_20,2017-07-29,AREAID_7,REGIONID_N,2017-04-22,385,6,0%,1000,135,23
POINTID_15,2017-07-22,AREAID_8,REGIONID_JT,2016-11-12,827,6,0%,1550,0,
POINTID_22,2017-07-22,AREAID_7,REGIONID_N,2017-04-29,289,4,0%,750,75,13
POINTID_28,2017-07-22,AREAID_20,REGION_JH,2017-06-03,25,2,0%,50,10,5
POINTID_8,2017-07-22,AREAID_30,REGIONID_JT,2016-09-03,1100,6,0%,1550,130,0
POINTID_23,2017-07-22,AREAID_7,REGIONID_N,2017-05-06,216,6,0%,550,120,21
POINTID_16,2017-07-22,AREAID_8,REGIONID_JT,2017-03-25,676,7,0%,1700,55,19
POINTID_34,2017-07-22,AREAID_27,REGION_JR1,2017-07-15,12,1,0%,0,20,11
POINTID_9,2017-07-22,AREAID_31,REGIONID_JT,2016-09-17,658,7,0%-1%,900,0,
POINTID_10,2017-07-22,AREAID_8,REGIONID_JT,2016-09-10,970,6,0%-1%,1550,120,0
POINTID_19,2017-07-22,AREAID_7,REGIONID_N,2017-04-15,350,4,0%,900,75,25
POINTID_24,2017-07-22,AREAID_20,REGION_JH,2017-06-10,34,2,0%,50,20,8
POINTID_25,2017-07-22,AREAID_20,REGION_JH,2017-06-10,20,1,0%,50,0,
POINTID_14,2017-07-22,AREAID_8,REGIONID_JT,2016-10-15,807,6,0%-1%,1750,95,5
POINTID_12,2017-07-22,AREAID_30,REGIONID_JT,2016-10-08,753,6,0%,1350,50,9
POINTID_17,2017-07-22,AREAID_8,REGIONID_JT,2017-03-25,764,7,0%,1900,140,16
POINTID_20,2017-07-22,AREAID_7,REGIONID_N,2017-04-22,339,5,0%,850,120,21
POINTID_15,2017-07-15,AREAID_8,REGIONID_JT,2016-11-12,829,6,0%,1600,5,2
POINTID_23,2017-07-15,AREAID_7,REGIONID_N,2017-05-06,175,6,0%,450,30,11
POINTID_10,2017-07-15,AREAID_8,REGIONID_JT,2016-09-10,970,6,0%-1%,1450,5,3
POINTID_28,2017-07-15,AREAID_20,REGION_JH,2017-06-03,20,2,0%,50,20,8
POINTID_9,2017-07-15,AREAID_31,REGIONID_JT,2016-09-17,658,7,0%-1%,950,0,
POINTID_20,2017-07-15,AREAID_7,REGIONID_N,2017-04-22,298,5,0%,750,15,5
POINTID_19,2017-07-15,AREAID_7,REGIONID_N,2017-04-15,325,4,0%,850,15,3
POINTID_22,2017-07-15,AREAID_7,REGIONID_N,2017-04-29,264,3,0%,700,0,
POINTID_16,2017-07-15,AREAID_8,REGIONID_JT,2017-03-25,657,7,0%,1700,65,11
POINTID_17,2017-07-15,AREAID_8,REGIONID_JT,2017-03-25,717,7,0%,1800,40,7
POINTID_25,2017-07-15,AREAID_20,REGION_JH,2017-06-10,20,1,0%,50,10,4
POINTID_14,2017-07-15,AREAID_8,REGIONID_JT,2016-10-15,799,6,0%-1%,1700,5,1
POINTID_24,2017-07-15,AREAID_20,REGION_JH,2017-06-10,26,2,0%,50,0,
POINTID_8,2017-07-15,AREAID_30,REGIONID_JT,2016-09-03,1102,6,0%,1500,0,
POINTID_12,2017-07-15,AREAID_30,REGIONID_JT,2016-10-08,737,6,0%,1350,0,
POINTID_22,2017-07-08,AREAID_7,REGIONID_N,2017-04-29,264,3,0%,700,80,14
POINTID_14,2017-07-08,AREAID_8,REGIONID_JT,2016-10-15,797,6,0%-1%,1750,20,3
POINTID_10,2017-07-08,AREAID_8,REGIONID_JT,2016-09-10,968,6,0%-1%,1500,5,2
POINTID_19,2017-07-08,AREAID_7,REGIONID_N,2017-04-15,319,4,0%,850,95,17
POINTID_15,2017-07-08,AREAID_8,REGIONID_JT,2016-11-12,828,6,0%,1650,0,
POINTID_16,2017-07-08,AREAID_8,REGIONID_JT,2017-03-25,635,7,0%,1650,135,23
POINTID_20,2017-07-08,AREAID_7,REGIONID_N,2017-04-22,293,5,0%,750,75,13
POINTID_28,2017-07-08,AREAID_20,REGION_JH,2017-06-03,12,1,0%,0,0,
POINTID_9,2017-07-08,AREAID_31,REGIONID_JT,2016-09-17,661,7,0%-1%,1000,90,0
POINTID_24,2017-07-08,AREAID_20,REGION_JH,2017-06-10,26,2,0%,50,15,3
POINTID_25,2017-07-08,AREAID_20,REGION_JH,2017-06-10,16,1,0%,0,20,8
POINTID_17,2017-07-08,AREAID_8,REGIONID_JT,2017-03-25,703,7,0%,1800,65,8
POINTID_23,2017-07-08,AREAID_7,REGIONID_N,2017-05-06,164,5,0%,450,15,3
POINTID_8,2017-07-08,AREAID_30,REGIONID_JT,2016-09-03,1105,6,0%,1550,0,
POINTID_12,2017-07-08,AREAID_30,REGIONID_JT,2016-10-08,738,6,0%,1400,5,3
POINTID_15,2017-07-01,AREAID_8,REGIONID_JT,2016-11-12,830,6,0%,1700,0,
POINTID_23,2017-07-01,AREAID_7,REGIONID_N,2017-05-06,159,5,0%,450,0,
POINTID_10,2017-07-01,AREAID_8,REGIONID_JT,2016-09-10,966,6,0%,1550,0,
POINTID_8,2017-07-01,AREAID_30,REGIONID_JT,2016-09-03,1105,6,0%,1600,0,
POINTID_12,2017-07-01,AREAID_30,REGIONID_JT,2016-10-08,735,6,0%,1450,0,
POINTID_17,2017-07-01,AREAID_8,REGIONID_JT,2017-03-25,681,7,0%,1800,0,
POINTID_22,2017-07-01,AREAID_7,REGIONID_N,2017-04-29,237,3,0%,650,0,
POINTID_16,2017-07-01,AREAID_8,REGIONID_JT,2017-03-25,589,7,0%,1550,0,
POINTID_19,2017-07-01,AREAID_7,REGIONID_N,2017-04-15,286,4,0%,750,0,
POINTID_28,2017-07-01,AREAID_20,REGION_JH,2017-06-03,12,1,0%,0,0,
POINTID_9,2017-07-01,AREAID_31,REGIONID_JT,2016-09-17,664,7,0%,950,0,
POINTID_24,2017-07-01,AREAID_20,REGION_JH,2017-06-10,21,2,0%,50,0,
POINTID_25,2017-07-01,AREAID_20,REGION_JH,2017-06-10,8,1,0%,0,0,
POINTID_20,2017-07-01,AREAID_7,REGIONID_N,2017-04-22,267,5,0%,700,0,
POINTID_14,2017-07-01,AREAID_8,REGIONID_JT,2016-10-15,788,6,0%-1%,1750,0,
POINTID_14,2017-06-10,AREAID_8,REGIONID_JT,2016-10-15,783,6,0%,1800,255,8
POINTID_9,2017-06-10,AREAID_31,REGIONID_JT,2016-09-17,666,7,0%,950,5,3
POINTID_16,2017-06-10,AREAID_8,REGIONID_JT,2017-03-25,578,7,0%-1%,1550,135,16
POINTID_8,2017-06-10,AREAID_30,REGIONID_JT,2016-09-03,1096,6,0%,1650,390,19
POINTID_17,2017-06-10,AREAID_8,REGIONID_JT,2017-03-25,635,7,0%,1700,90,10
POINTID_15,2017-06-10,AREAID_8,REGIONID_JT,2016-11-12,816,6,0%,1700,40,14
POINTID_22,2017-06-10,AREAID_7,REGIONID_N,2017-04-29,198,3,0%,550,50,9
POINTID_19,2017-06-10,AREAID_7,REGIONID_N,2017-04-15,239,3,0%,650,140,24
POINTID_23,2017-06-10,AREAID_7,REGIONID_N,2017-05-06,132,4,0%,350,85,15
POINTID_10,2017-06-10,AREAID_8,REGIONID_JT,2016-09-10,958,6,0%,1500,10,2
POINTID_20,2017-06-10,AREAID_7,REGIONID_N,2017-04-22,263,5,0%,700,90,15
POINTID_12,2017-06-10,AREAID_30,REGIONID_JT,2016-10-08,717,6,0%,1350,35,5
POINTID_28,2017-06-10,AREAID_20,REGION_JH,2017-06-03,10,1,0%,0,30,10
POINTID_16,2017-06-03,AREAID_8,REGIONID_JT,2017-03-25,532,7,0%-1%,1450,170,15
POINTID_8,2017-06-03,AREAID_30,REGIONID_JT,2016-09-03,1045,6,0%,1350,30,5
POINTID_12,2017-06-03,AREAID_30,REGIONID_JT,2016-10-08,705,6,0%,1350,165,19
POINTID_17,2017-06-03,AREAID_8,REGIONID_JT,2017-03-25,605,7,0%,1600,220,25
POINTID_9,2017-06-03,AREAID_31,REGIONID_JT,2016-09-17,665,7,0%,1000,55,20
POINTID_10,2017-06-03,AREAID_8,REGIONID_JT,2016-09-10,956,6,0%,1550,45,6
POINTID_19,2017-06-03,AREAID_7,REGIONID_N,2017-04-15,192,3,0%,500,15,3
POINTID_15,2017-06-03,AREAID_8,REGIONID_JT,2016-11-12,802,6,0%,1750,30,5
POINTID_22,2017-06-03,AREAID_7,REGIONID_N,2017-04-29,181,3,0%,500,100,18
POINTID_20,2017-06-03,AREAID_7,REGIONID_N,2017-04-22,233,5,0%,650,165,28
POINTID_14,2017-06-03,AREAID_8,REGIONID_JT,2016-10-15,756,6,0%,1650,230,6
POINTID_23,2017-06-03,AREAID_7,REGIONID_N,2017-05-06,103,4,0%,250,100,17
POINTID_15,2017-05-27,AREAID_8,REGIONID_JT,2016-11-12,792,6,0%,1750,50,9
POINTID_16,2017-05-27,AREAID_8,REGIONID_JT,2017-03-25,474,6,0%-1%,1300,285,24
POINTID_19,2017-05-27,AREAID_7,REGIONID_N,2017-04-15,186,3,0%,500,115,19
POINTID_12,2017-05-27,AREAID_30,REGIONID_JT,2016-10-08,650,6,0%,1200,45,8
POINTID_17,2017-05-27,AREAID_8,REGIONID_JT,2017-03-25,532,6,0%-1%,1450,205,23
POINTID_10,2017-05-27,AREAID_8,REGIONID_JT,2016-09-10,940,6,0%,1600,55,18
POINTID_9,2017-05-27,AREAID_31,REGIONID_JT,2016-09-17,646,7,0%,1000,35,12
POINTID_14,2017-05-27,AREAID_8,REGIONID_JT,2016-10-15,739,6,0%-1%,1500,115,7
POINTID_20,2017-05-27,AREAID_7,REGIONID_N,2017-04-22,178,5,0%,500,65,11
POINTID_23,2017-05-27,AREAID_7,REGIONID_N,2017-05-06,69,3,0%,200,75,13
POINTID_8,2017-05-27,AREAID_30,REGIONID_JT,2016-09-03,1033,6,0%,1400,30,20
POINTID_22,2017-05-27,AREAID_7,REGIONID_N,2017-04-29,146,3,0%,400,110,19
POINTID_15,2017-05-20,AREAID_8,REGIONID_JT,2016-11-12,774,6,0%,1750,95,16
POINTID_9,2017-05-20,AREAID_31,REGIONID_JT,2016-09-17,634,7,0%,1000,15,7
POINTID_10,2017-05-20,AREAID_8,REGIONID_JT,2016-09-10,922,6,0%,1600,45,9
POINTID_16,2017-05-20,AREAID_8,REGIONID_JT,2017-03-25,379,5,0%-1%,1050,185,21
POINTID_23,2017-05-20,AREAID_7,REGIONID_N,2017-05-06,43,2,0%,100,20,4
POINTID_19,2017-05-20,AREAID_7,REGIONID_N,2017-04-15,147,3,0%,400,165,27
POINTID_20,2017-05-20,AREAID_7,REGIONID_N,2017-04-22,155,5,0%,400,70,24
POINTID_8,2017-05-20,AREAID_30,REGIONID_JT,2016-09-03,1016,6,0%,1400,0,
POINTID_12,2017-05-20,AREAID_30,REGIONID_JT,2016-10-08,635,6,0%,1200,45,15
POINTID_17,2017-05-20,AREAID_8,REGIONID_JT,2017-03-25,463,6,0%-1%,1250,105,18
POINTID_22,2017-05-20,AREAID_7,REGIONID_N,2017-04-29,109,3,0%,300,205,35
POINTID_14,2017-05-20,AREAID_8,REGIONID_JT,2016-10-15,711,6,0%-1%,1400,55,7
POINTID_14,2017-05-13,AREAID_8,REGIONID_JT,2016-10-15,691,6,0%-1%,1400,35,4
POINTID_19,2017-05-13,AREAID_7,REGIONID_N,2017-04-15,92,3,0%,250,25,5
POINTID_12,2017-05-13,AREAID_30,REGIONID_JT,2016-10-08,620,6,0%,1200,0,
POINTID_17,2017-05-13,AREAID_8,REGIONID_JT,2017-03-25,427,5,0%-1%,1200,105,12
POINTID_9,2017-05-13,AREAID_31,REGIONID_JT,2016-09-17,629,7,0%,1000,30,8
POINTID_15,2017-05-13,AREAID_8,REGIONID_JT,2016-11-12,742,6,0%,1700,50,9
POINTID_10,2017-05-13,AREAID_8,REGIONID_JT,2016-09-10,905,6,0%,1600,75,13
POINTID_23,2017-05-13,AREAID_7,REGIONID_N,2017-05-06,36,2,0%,100,105,18
POINTID_20,2017-05-13,AREAID_7,REGIONID_N,2017-04-22,131,4,0%,350,45,8
POINTID_8,2017-05-13,AREAID_30,REGIONID_JT,2016-09-03,1016,6,0%,1450,10,4
POINTID_16,2017-05-13,AREAID_8,REGIONID_JT,2017-03-25,316,4,0%,850,60,7
POINTID_22,2017-05-13,AREAID_7,REGIONID_N,2017-04-29,40,3,0%,100,80,14
POINTID_15,2017-05-06,AREAID_8,REGIONID_JT,2016-11-12,725,6,0%,1700,35,6
POINTID_10,2017-05-06,AREAID_8,REGIONID_JT,2016-09-10,879,6,0%,1550,45,8
